plot,sp,fire hist,tag #,dead,storrie.dead,chips.live,storrie.live,other.live,notes
4.3.1,QUKE FOCAL,KSKC,2310,,,0.9,,,
4.3.1,QUKE FOCAL,KSKC,2310,,,0.6,,,
4.3.1,QUKE FOCAL,KSKC,2310,,,1.3,,,
4.3.1,QUKE FOCAL,KSKC,2310,,,1.2,,,
4.3.1,QUKE FOCAL,KSKC,2310,,,0.4,,,
4.3.1,QUKE FOCAL,KSKC,2310,,,0.3,,,
4.3.1,QUKE FOCAL,KSKC,2310,,,1,,,
4.3.1,QUKE FOCAL,KSKC,2310,,,1.9,,,
4.3.2,QUKE FOCAL,KSKC,2401,2,,2.5,,,
4.3.2,QUKE FOCAL,KSKC,2401,10.4,,2,,,
4.3.2,QUKE FOCAL,KSKC,2401,8.2,,2.4,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,2.5,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,3.3,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,2.4,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,2.3,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,2.2,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,0.8,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,0.5,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,2.4,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,0.4,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,1.1,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,2.3,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,0.6,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,0.7,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,2.7,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,0.6,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,0.7,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,0.8,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,0.9,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,0.6,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,1.3,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,0.7,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,0.4,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,0.7,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,3.9,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,0.4,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,0.6,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,0.6,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,1,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,2.4,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,2.5,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,0.9,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,0.9,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,2.1,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,2.5,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,0.8,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,0.8,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,1.1,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,1.3,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,2.4,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,0.7,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,1.3,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,4,,,
4.3.2,QUKE FOCAL,KSKC,2401,,,2,,,
4.3.3,QUKE FOCAL,KSKC,2388,0.4,,0.8,,,
4.3.3,QUKE FOCAL,KSKC,2388,0.3,,0.7,,,
4.3.3,QUKE FOCAL,KSKC,2388,0.4,,1.1,,,
4.3.3,QUKE FOCAL,KSKC,2388,0.3,,1.1,,,
4.3.3,QUKE FOCAL,KSKC,2388,0.4,,1,,,
4.3.3,QUKE FOCAL,KSKC,2388,0.4,,1.4,,,
4.3.3,QUKE FOCAL,KSKC,2388,0.4,,3.9,,,
4.3.3,QUKE FOCAL,KSKC,2388,8.9,,2.2,,,
4.3.3,QUKE FOCAL,KSKC,2388,,,0.6,,,
4.3.3,QUKE FOCAL,KSKC,2388,,,2.2,,,
4.3.3,QUKE FOCAL,KSKC,2388,,,0.6,,,
4.3.3,QUKE FOCAL,KSKC,2388,,,0.7,,,
4.3.3,QUKE FOCAL,KSKC,2388,,,1.8,,,
4.3.3,QUKE FOCAL,KSKC,2388,,,3.5,,,
4.3.3,QUKE FOCAL,KSKC,2388,,,1.1,,,
4.3.3,QUKE FOCAL,KSKC,2388,,,0.8,,,
4.3.3,QUKE FOCAL,KSKC,2388,,,1.4,,,
4.3.3,QUKE FOCAL,KSKC,2388,,,1.9,,,
4.3.3,QUKE FOCAL,KSKC,2388,,,0.8,,,
4.3.3,QUKE FOCAL,KSKC,2388,,,1,,,
4.3.3,QUKE FOCAL,KSKC,2388,,,0.7,,,
4.3.3,QUKE FOCAL,KSKC,2388,,,1,,,
4.3.3,QUKE FOCAL,KSKC,2388,,,2.1,,,
4.3.3,QUKE FOCAL,KSKC,2388,,,0.6,,,
4.3.4,QUKE FOCAL,KSKC,2386,0.5,,1.4,,,
4.3.4,QUKE FOCAL,KSKC,2386,0.5,,1.8,,,
4.3.4,QUKE FOCAL,KSKC,2386,6.5,,1.2,,,
4.3.4,QUKE FOCAL,KSKC,2386,1.3,,0.5,,,
4.3.4,QUKE FOCAL,KSKC,2386,0.4,,0.7,,,
4.3.4,QUKE FOCAL,KSKC,2386,0.4,,0.7,,,
4.3.4,QUKE FOCAL,KSKC,2386,1,,1.4,,,
4.3.4,QUKE FOCAL,KSKC,2386,2.7,,1.8,,,
4.3.4,QUKE FOCAL,KSKC,2386,5.5,,2.7,,,
4.3.4,QUKE FOCAL,KSKC,2386,0.5,,1.3,,,
4.3.4,QUKE FOCAL,KSKC,2386,0.4,,1.4,,,
4.3.4,QUKE FOCAL,KSKC,2386,0.4,,2.6,,,
4.3.4,QUKE FOCAL,KSKC,2386,0.3,,3.5,,,
4.3.4,QUKE FOCAL,KSKC,2386,1.5,,0.5,,,
4.3.4,QUKE FOCAL,KSKC,2386,2.9,,0.2,,,
4.3.4,QUKE FOCAL,KSKC,2386,5.4,,1.2,,,
4.3.4,QUKE FOCAL,KSKC,2386,0.6,,0.8,,,
4.3.4,QUKE FOCAL,KSKC,2386,0.4,,0.6,,,
4.3.4,QUKE FOCAL,KSKC,2386,0.3,,0.5,,,
4.3.4,QUKE FOCAL,KSKC,2386,0.2,,1.2,,,
4.3.4,QUKE FOCAL,KSKC,2386,0.3,,1.1,,,
4.3.4,QUKE FOCAL,KSKC,2386,0.6,,0.8,,,
4.3.4,QUKE FOCAL,KSKC,2386,2.7,,2.2,,,
4.3.4,QUKE FOCAL,KSKC,2386,1.2,,0.6,,,
4.3.4,QUKE FOCAL,KSKC,2386,0.5,,0.3,,,
4.3.4,QUKE FOCAL,KSKC,2386,3,,0.3,,,
4.3.4,QUKE FOCAL,KSKC,2386,0.6,,0.6,,,
4.3.4,QUKE FOCAL,KSKC,2386,2,,1.2,,,
4.3.4,QUKE FOCAL,KSKC,2386,1.2,,0.6,,,
4.3.4,QUKE FOCAL,KSKC,2386,6.5,,1.6,,,
4.3.4,QUKE FOCAL,KSKC,2386,8.4,,2.6,,,
4.3.4,QUKE FOCAL,KSKC,2386,3.2,,1.4,,,
4.3.4,QUKE FOCAL,KSKC,2386,10.5,,0.8,,,
4.3.4,QUKE FOCAL,KSKC,2386,3.2,,0.8,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,0.6,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,1.8,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,1.7,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,1.1,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,1.8,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,1.1,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,0.4,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,1.3,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,2.1,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,1.9,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,2,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,0.8,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,0.7,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,0.8,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,0.5,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,0.7,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,0.7,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,1.2,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,1.7,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,0.6,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,2.1,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,1.9,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,0.7,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,1.3,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,0.7,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,1.9,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,1.1,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,1.1,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,0.3,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,1.9,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,1.4,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,1,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,0.7,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,1.9,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,0.6,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,0.5,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,1.3,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,0.9,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,0.9,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,0.4,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,1.9,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,1.3,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,1.7,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,3.2,,,
4.3.4,QUKE FOCAL,KSKC,2386,,,0.8,,,
4.3.5,QUKE FOCAL,KSKC,2321,0.3,9.7,1.2,,,
4.3.5,QUKE FOCAL,KSKC,2321,0.3,9.6,2,,,
4.3.5,QUKE FOCAL,KSKC,2321,0.6,11.4,2.3,,,
4.3.5,QUKE FOCAL,KSKC,2321,0.4,2.1,1.8,,,
4.3.5,QUKE FOCAL,KSKC,2321,0.3,,2.3,,,
4.3.5,QUKE FOCAL,KSKC,2321,0.3,,1.2,,,
4.3.5,QUKE FOCAL,KSKC,2321,,,0.7,,,
4.3.5,QUKE FOCAL,KSKC,2321,,,0.6,,,
4.3.5,QUKE FOCAL,KSKC,2321,,,1.9,,,
4.3.5,QUKE FOCAL,KSKC,2321,,,1.7,,,
4.3.5,QUKE FOCAL,KSKC,2321,,,0.7,,,
4.3.5,QUKE FOCAL,KSKC,2321,,,1.1,,,
4.3.5,QUKE FOCAL,KSKC,2321,,,0.6,,,
4.3.5,QUKE FOCAL,KSKC,2321,,,0.5,,,
4.3.5,QUKE FOCAL,KSKC,2321,,,0.9,,,
4.3.5,QUKE FOCAL,KSKC,2321,,,2.2,,,
4.3.5,QUKE FOCAL,KSKC,2321,,,2.2,,,
4.3.5,QUKE FOCAL,KSKC,2321,,,1.8,,,
4.3.5,QUKE FOCAL,KSKC,2321,,,2.1,,,
4.3.5,QUKE FOCAL,KSKC,2321,,,1.8,,,
4.3.5,QUKE FOCAL,KSKC,2321,,,0.8,,,
4.3.5,QUKE FOCAL,KSKC,2321,,,0.6,,,
4.3.5,QUKE FOCAL,KSKC,2321,,,0.6,,,
4.3.5,QUKE FOCAL,KSKC,2321,,,0.4,,,
4.3.5,QUKE FOCAL,KSKC,2321,,,2.4,,,
4.3.5,QUKE FOCAL,KSKC,2321,,,0.7,,,
4.3.5,QUKE FOCAL,KSKC,2321,,,0.7,,,
4.3.5,QUKE FOCAL,KSKC,2321,,,0.5,,,
4.3.6,QUKE FOCAL,KSKC,2412,,7.5,1.6,,,
4.3.6,QUKE FOCAL,KSKC,2412,,5.2,0.6,,,
4.3.6,QUKE FOCAL,KSKC,2412,,6.3,0.9,,,
4.3.6,QUKE FOCAL,KSKC,2412,,13.9,0.4,,,
4.3.6,QUKE FOCAL,KSKC,2412,,4.3,3.4,,,
4.3.6,QUKE FOCAL,KSKC,2412,,,2.8,,,
4.3.6,QUKE FOCAL,KSKC,2412,,,1.3,,,
4.3.6,QUKE FOCAL,KSKC,2412,,,0.6,,,
4.3.6,QUKE FOCAL,KSKC,2412,,,1.1,,,
4.3.6,QUKE FOCAL,KSKC,2412,,,0.9,,,
4.3.6,QUKE FOCAL,KSKC,2412,,,0.5,,,
4.3.6,QUKE FOCAL,KSKC,2412,,,2.3,,,
4.3.6,QUKE FOCAL,KSKC,2412,,,1.6,,,
4.3.6,QUKE FOCAL,KSKC,2412,,,1.6,,,
4.3.6,QUKE FOCAL,KSKC,2412,,,0.7,,,
4.3.6,QUKE FOCAL,KSKC,2412,,,0.4,,,
4.3.6,QUKE FOCAL,KSKC,2412,,,3,,,
4.3.6,QUKE FOCAL,KSKC,2412,,,5,,,
4.3.6,QUKE FOCAL,KSKC,2412,,,1.5,,,
4.3.6,QUKE FOCAL,KSKC,2412,,,0.6,,,
4.3.6,QUKE FOCAL,KSKC,2412,,,1,,,
4.3.6,QUKE FOCAL,KSKC,2412,,,1,,,
4.4.1,QUKE FOCAL,KSKC,2397,0.5,,1.8,,,unk pre-storrie stump
4.4.1,QUKE FOCAL,KSKC,2397,11.3,,1.3,,,
4.4.1,QUKE FOCAL,KSKC,2397,8.2,,1.1,,,
4.4.1,QUKE FOCAL,KSKC,2397,8.1,,1.9,,,
4.4.1,QUKE FOCAL,KSKC,2397,11,,1.4,,,
4.4.1,QUKE FOCAL,KSKC,2397,6.6,,1.4,,,
4.4.1,QUKE FOCAL,KSKC,2397,9.4,,0.8,,,
4.4.1,QUKE FOCAL,KSKC,2397,4.2,,1.4,,,
4.4.1,QUKE FOCAL,KSKC,2397,8.6,,1.3,,,
4.4.1,QUKE FOCAL,KSKC,2397,2.9,,1.7,,,
4.4.1,QUKE FOCAL,KSKC,2397,3.8,,0.6,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.7,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,0.7,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.1,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.1,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,0.5,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.2,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,0.7,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.9,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.4,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.4,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.3,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.4,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.7,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.3,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,0.5,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,0.9,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,0.4,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,0.3,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.3,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.4,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.6,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.1,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,3.1,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,0.7,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.9,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,0.4,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,0.3,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.2,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.6,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,2.1,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,2.3,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.1,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.4,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,2,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,2.1,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,2,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.7,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.6,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,0.8,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,0.8,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,0.5,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,0.5,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,0.2,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,0.2,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.9,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,2,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,2.1,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,0.6,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,0.8,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,2,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.1,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.9,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,0.6,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.2,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,0.7,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.2,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,0.3,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,0.8,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.1,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,2.5,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,2.2,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,1.9,,,
4.4.1,QUKE FOCAL,KSKC,2397,,,0.6,,,
4.4.2,QUKE FOCAL,KSKC,2500,7.3,,0.9,,,
4.4.2,QUKE FOCAL,KSKC,2500,2.1,,1.2,,,
4.4.2,QUKE FOCAL,KSKC,2500,1.4,,0.6,,,
4.4.2,QUKE FOCAL,KSKC,2500,4.5,,2.2,,,
4.4.2,QUKE FOCAL,KSKC,2500,1.4,,2.6,,,
4.4.2,QUKE FOCAL,KSKC,2500,,,1.8,,,
4.4.2,QUKE FOCAL,KSKC,2500,,,1.2,,,
4.4.2,QUKE FOCAL,KSKC,2500,,,1,,,
4.4.2,QUKE FOCAL,KSKC,2500,,,1,,,
4.4.2,QUKE FOCAL,KSKC,2500,,,0.8,,,
4.4.2,QUKE FOCAL,KSKC,2500,,,1.7,,,
4.4.2,QUKE FOCAL,KSKC,2500,,,1,,,
4.4.2,QUKE FOCAL,KSKC,2500,,,1.3,,,
4.4.2,QUKE FOCAL,KSKC,2500,,,3.3,,,
4.4.2,QUKE FOCAL,KSKC,2500,,,1.8,,,
4.4.2,QUKE FOCAL,KSKC,2500,,,1.5,,,
4.4.2,QUKE FOCAL,KSKC,2500,,,2.1,,,
4.4.2,QUKE FOCAL,KSKC,2500,,,1.4,,,
4.4.2,QUKE FOCAL,KSKC,2500,,,1.8,,,
4.4.3,QUKE FOCAL,KSKC,2499,6.2,,,,1.8,
4.4.3,QUKE FOCAL,KSKC,2499,3.9,,,,1.9,
4.4.3,QUKE FOCAL,KSKC,2499,2,,,,0.4,
4.4.3,QUKE FOCAL,KSKC,2499,2.4,,,,1,
4.4.3,QUKE FOCAL,KSKC,2499,2.3,,,,2,
4.4.3,QUKE FOCAL,KSKC,2499,2.5,,,,0.5,
4.4.3,QUKE FOCAL,KSKC,2499,5.9,,,,0.4,
4.4.3,QUKE FOCAL,KSKC,2499,2.1,,,,1,
4.4.3,QUKE FOCAL,KSKC,2499,0.6,,,,,
4.4.4,QUKE FOCAL,KSKC,2497,,,3.2,,,
4.4.4,QUKE FOCAL,KSKC,2497,,,2.3,,,
4.4.4,QUKE FOCAL,KSKC,2497,,,2.6,,,
4.4.4,QUKE FOCAL,KSKC,2497,,,0.9,,,
4.4.4,QUKE FOCAL,KSKC,2497,,,0.8,,,
4.4.4,QUKE FOCAL,KSKC,2497,,,1.7,,,
4.4.4,QUKE FOCAL,KSKC,2497,,,0.8,,,
4.4.4,QUKE FOCAL,KSKC,2497,,,2.3,,,
4.4.4,QUKE FOCAL,KSKC,2497,,,2.1,,,
4.4.4,QUKE FOCAL,KSKC,2497,,,0.6,,,
4.4.4,QUKE FOCAL,KSKC,2497,,,0.9,,,
4.4.4,QUKE FOCAL,KSKC,2497,,,0.9,,,
4.4.4,QUKE FOCAL,KSKC,2497,,,0.9,,,
4.4.4,QUKE FOCAL,KSKC,2497,,,2,,,
4.4.4,QUKE FOCAL,KSKC,2497,,,1.2,,,
4.4.4,QUKE FOCAL,KSKC,2497,,,1.6,,,
4.4.5,QUKE FOCAL,KSKC,2371,,8.7,3.9,,,
4.4.5,QUKE FOCAL,KSKC,2371,,6,2.9,,,
4.4.5,QUKE FOCAL,KSKC,2371,,7,2.5,,,
4.4.5,QUKE FOCAL,KSKC,2371,,4.6,2,,,
4.4.5,QUKE FOCAL,KSKC,2371,,2.4,1.8,,,
4.4.5,QUKE FOCAL,KSKC,2371,,9.7,2.8,,,
4.4.5,QUKE FOCAL,KSKC,2371,,8.9,1.5,,,
4.4.5,QUKE FOCAL,KSKC,2371,,9,1.6,,,
4.4.5,QUKE FOCAL,KSKC,2371,,5.2,0.8,,,
4.4.5,QUKE FOCAL,KSKC,2371,,9.3,1.2,,,
4.4.5,QUKE FOCAL,KSKC,2371,,8.2,1,,,
4.4.5,QUKE FOCAL,KSKC,2371,,8.2,1.2,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,1.4,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,1.8,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,0.7,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,1.3,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,0.2,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,0.6,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,2.8,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,1.6,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,0.6,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,2.4,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,1.1,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,3.8,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,1.6,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,4,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,1.7,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,2.7,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,2.3,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,0.4,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,4.2,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,2.6,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,1.8,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,1.1,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,1.4,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,1.1,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,2.7,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,1.6,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,5.5,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,1.5,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,2.3,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,2.3,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,1,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,1,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,1.1,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,0.4,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,1,,,
4.4.5,QUKE FOCAL,KSKC,2371,,,0.4,,,
4.4.6,QUKE FOCAL,KSKC,2365,,6.8,3.5,,,
4.4.6,QUKE FOCAL,KSKC,2365,,15.3,1.5,,,
4.4.6,QUKE FOCAL,KSKC,2365,,3,1.8,,,
4.4.6,QUKE FOCAL,KSKC,2365,,9,0.9,,,
4.4.6,QUKE FOCAL,KSKC,2365,,8.3,1.9,,,
4.4.6,QUKE FOCAL,KSKC,2365,,6.6,1.3,,,
4.4.6,QUKE FOCAL,KSKC,2365,,11.1,0.9,,,
4.4.6,QUKE FOCAL,KSKC,2365,,4.5,2.6,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,3.6,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,1.9,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,4.1,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,1.1,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,0.7,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,2.2,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,0.6,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,1.4,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,0.5,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,2.3,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,0.5,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,1.7,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,2.1,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,0.8,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,1.7,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,0.7,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,3.2,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,2,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,2.4,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,1.3,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,0.7,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,0.8,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,1.6,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,2.5,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,0.9,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,1.1,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,2.2,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,1.3,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,0.7,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,0.5,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,1.2,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,1.4,,,
